,full_name,player_id,age,team,search_rank,sport,status,position,last_name,search_last_name,fantasy_positions,first_name,injury_status,search_full_name,active,depth_chart_position,search_first_name
4518,Emanuel Byrd,4518,27,None,9999999,nfl,Inactive,TE,Byrd,byrd,['TE'],Emanuel,None,emanuelbyrd,False,None,emanuel
1865,Jeremy Butler,1865,29,None,9999999,nfl,Inactive,WR,Butler,butler,['WR'],Jeremy,None,jeremybutler,False,None,jeremy
3258,Nick Vannett,3258,29,NO,9999999,nfl,Active,TE,Vannett,vannett,['TE'],Nick,None,nickvannett,True,LTE,nick
6895,Quintez Cephus,6895,24,DET,9999999,nfl,Active,WR,Cephus,cephus,['WR'],Quintez,None,quintezcephus,True,LWR,quintez
69,Santana Moss,69,38,None,9999999,nfl,Inactive,WR,Moss,moss,['WR'],Santana,None,santanamoss,False,None,santana
8202,Michael Woods,8202,22,CLE,392,nfl,Active,WR,Woods,woods,['WR'],Michael,Questionable,michaelwoods,True,RWR,michael
6826,Cole Kmet,6826,23,CHI,119,nfl,Active,TE,Kmet,kmet,['TE'],Cole,None,colekmet,True,TE,cole
2124,Jacob Maxwell,2124,26,None,9999999,nfl,Inactive,TE,Maxwell,maxwell,['TE'],Jacob,None,jacobmaxwell,False,None,jacob
5927,Terry McLaurin,5927,26,WAS,38,nfl,Active,WR,McLaurin,mclaurin,['WR'],Terry,None,terrymclaurin,True,LWR,terry
344,Julian Edelman,344,35,None,92,nfl,Injured Reserve,WR,Edelman,edelman,['WR'],Julian,None,julianedelman,True,None,julian
7918,A.J. Rose,7918,24,None,311,nfl,Active,RB,Rose,rose,['RB'],A.J.,None,ajrose,True,None,aj
7496,Nick Westbrook-Ikhine,7496,25,TEN,434,nfl,Active,WR,Westbrook-Ikhine,westbrookikhine,['WR'],Nick,None,nickwestbrookikhine,True,SWR,nick
287,Brad Smith,287,33,None,9999999,nfl,Inactive,WR,Smith,smith,['WR'],Brad,None,bradsmith,False,None,brad
7610,Trey Lance,7610,22,SF,61,nfl,Active,QB,Lance,lance,['QB'],Trey,None,treylance,True,QB,trey
8189,Trestan Ebner,8189,23,CHI,419,nfl,Active,RB,Ebner,ebner,['RB'],Trestan,Questionable,trestanebner,True,RB,trestan
6075,Jesper Horsted,6075,25,LV,9999999,nfl,Active,TE,Horsted,horsted,['TE'],Jesper,None,jesperhorsted,True,None,jesper
2465,Kenny Bell,2465,29,None,9999999,nfl,Inactive,WR,Bell,bell,['WR'],Kenny,None,kennybell,True,None,kenny
8539,Seth Green,8539,None,HOU,439,nfl,Active,TE,Green,green,['TE'],Seth,None,sethgreen,True,None,seth
2957,Ernst Brun Jr,2957,26,None,9999999,nfl,Inactive,TE,Brun Jr,brunjr,['TE'],Ernst,None,ernstbrunjr,False,None,ernst
592,Jahvid Best,592,29,None,9999999,nfl,Inactive,RB,Best,best,['RB'],Jahvid,None,jahvidbest,False,None,jahvid
5916,Darrell Henderson,5916,25,LAR,125,nfl,Active,RB,Henderson,henderson,['RB'],Darrell,None,darrellhenderson,True,RB,darrell
2214,Cameron Brate,2214,31,TB,222,nfl,Active,TE,Brate,brate,['TE'],Cameron,None,cameronbrate,True,TE,cameron
1895,AJ McCarron,1895,31,ATL,9999999,nfl,Inactive,QB,McCarron,mccarron,['QB'],AJ,None,ajmccarron,True,None,aj
740,Brandon Stokley,740,41,None,9999999,nfl,Inactive,WR,Stokley,stokley,['WR'],Brandon,None,brandonstokley,False,None,brandon
3678,Wil Lutz,3678,28,NO,190,nfl,Active,K,Lutz,lutz,['K'],Wil,None,willutz,True,PK,wil
308,JohnnieLee Higgins,308,34,None,9999999,nfl,Inactive,WR,Higgins,higgins,['WR'],JohnnieLee,None,johnnieleehiggins,False,None,johnnielee
5432,Cam Sims,5432,26,WAS,9999999,nfl,Active,WR,Sims,sims,['WR'],Cam,Questionable,camsims,True,RWR,cam
7741,Caleb Huntley,7741,23,ATL,648,nfl,Active,RB,Huntley,huntley,['RB'],Caleb,None,calebhuntley,True,None,caleb
5119,Jason Sanders,5119,26,MIA,407,nfl,Active,K,Sanders,sanders,['K'],Jason,None,jasonsanders,True,PK,jason
6853,Van Jefferson,6853,26,LAR,217,nfl,Active,WR,Jefferson,jefferson,['WR'],Van,Questionable,vanjefferson,True,RWR,van
7071,JJ Molson,7071,25,None,9999999,nfl,Active,K,Molson,molson,['K'],JJ,None,jjmolson,True,None,jj
2926,Earnest Pettway,2926,None,None,9999999,nfl,Inactive,TE,Pettway,pettway,['TE'],Earnest,None,earnestpettway,False,None,earnest
4774,De'Mard Llorens,4774,27,None,9999999,nfl,Active,RB,Llorens,llorens,['RB'],De'Mard,None,demardllorens,True,None,demard
5286,Austin Allen,5286,27,None,9999999,nfl,Active,QB,Allen,allen,['QB'],Austin,None,austinallen,True,None,austin
3168,Christian Hackenberg,3168,26,None,9999999,nfl,Injured Reserve,QB,Hackenberg,hackenberg,['QB'],Christian,None,christianhackenberg,False,None,christian
5352,Ryan Green,5352,24,None,9999999,nfl,Inactive,RB,Green,green,['RB'],Ryan,None,ryangreen,False,None,ryan
7427,Tyler Mabry,7427,25,SEA,314,nfl,Active,TE,Mabry,mabry,['TE'],Tyler,None,tylermabry,True,None,tyler
5137,Richie James,5137,26,NYG,9999999,nfl,Active,WR,James,james,['WR'],Richie,None,richiejames,True,SWR,richie
1825,Jarvis Landry,1825,29,NO,141,nfl,Active,WR,Landry,landry,['WR'],Jarvis,None,jarvislandry,True,SWR,jarvis
988,Doug Baldwin,988,33,None,9999999,nfl,Injured Reserve,WR,Baldwin,baldwin,['WR'],Doug,None,dougbaldwin,False,None,doug
7245,Nate Wieting,7245,24,None,9999999,nfl,Inactive,TE,Wieting,wieting,['TE'],Nate,None,natewieting,True,None,nate
3362,Jeff Driskel,3362,29,HOU,341,nfl,Active,QB,Driskel,driskel,['QB'],Jeff,None,jeffdriskel,True,QB,jeff
5863,J.J. Arcega-Whiteside,5863,25,SEA,563,nfl,Active,WR,Arcega-Whiteside,arcegawhiteside,['TE'],J.J.,None,jjarcegawhiteside,True,None,jj
8884,JJ Howland,8884,None,TB,569,nfl,Active,TE,Howland,howland,['TE'],JJ,None,jjhowland,True,None,jj
527,Dennis Pitta,527,36,None,9999999,nfl,Inactive,TE,Pitta,pitta,['TE'],Dennis,None,dennispitta,False,None,dennis
640,Anthony McCoy,640,32,None,9999999,nfl,Inactive,TE,McCoy,mccoy,['TE'],Anthony,None,anthonymccoy,False,None,anthony
7425,Patrick Carr,7425,26,None,9999999,nfl,Active,RB,Carr,carr,['RB'],Patrick,Questionable,patrickcarr,True,None,patrick
8125,Calvin Austin,8125,23,PIT,409,nfl,Active,WR,Austin,austin,['WR'],Calvin,Questionable,calvinaustin,True,SWR,calvin
7860,Osirus Mitchell,7860,23,None,9999999,nfl,Active,WR,Mitchell,mitchell,['WR'],Osirus,IR,osirusmitchell,True,None,osirus
208,Josh McCown,208,42,None,593,nfl,Active,QB,McCown,mccown,['QB'],Josh,None,joshmccown,True,None,josh
6754,Josh Gable,6754,None,None,9999999,nfl,Active,K,Gable,gable,['K'],Josh,None,joshgable,False,None,josh
523,Joe McKnight,523,30,None,9999999,nfl,Inactive,RB,McKnight,mcknight,['RB'],Joe,None,joemcknight,False,None,joe
4696,Trey Edmunds,4696,27,None,9999999,nfl,Active,RB,Edmunds,edmunds,['RB'],Trey,None,treyedmunds,True,None,trey
110,Stephen Gostkowski,110,37,None,172,nfl,Inactive,K,Gostkowski,gostkowski,['K'],Stephen,None,stephengostkowski,True,None,stephen
8432,Sean Dykes,8432,None,None,None,nfl,Active,TE,Dykes,dykes,['TE'],Sean,None,seandykes,True,None,sean
6322,Xavier Ubosi,6322,27,None,9999999,nfl,Inactive,WR,Ubosi,ubosi,['WR'],Xavier,None,xavierubosi,True,None,xavier
7078,Tony Brown,7078,24,None,9999999,nfl,Active,WR,Brown,brown,['WR'],Tony,None,tonybrown,True,None,tony
818,Bilal Powell,818,33,None,626,nfl,Active,RB,Powell,powell,['RB'],Bilal,None,bilalpowell,True,None,bilal
7901,Rico Bussey,7901,24,None,9999999,nfl,Active,WR,Bussey,bussey,['WR'],Rico,None,ricobussey,True,None,rico
6596,Jalan McClendon,6596,None,None,9999999,nfl,Active,QB,McClendon,mcclendon,['QB'],Jalan,None,jalanmcclendon,True,None,jalan
5246,Jake Roh,5246,27,None,1019,nfl,Active,TE,Roh,roh,['TE'],Jake,None,jakeroh,True,None,jake
8156,Aqeel Glass,8156,None,None,None,nfl,Active,QB,Glass,glass,['QB'],Aqeel,None,aqeelglass,True,None,aqeel
5884,Kelvin Harmon,5884,25,None,9999999,nfl,Active,WR,Harmon,harmon,['WR'],Kelvin,None,kelvinharmon,True,None,kelvin
1256,Michael Egnew,1256,27,None,9999999,nfl,Inactive,TE,Egnew,egnew,['TE'],Michael,None,michaelegnew,False,None,michael
7569,Nico Collins,7569,23,HOU,193,nfl,Active,WR,Collins,collins,['WR'],Nico,None,nicocollins,True,LWR,nico
8628,Jontre Kirklin,8628,23,ARI,489,nfl,Active,WR,Kirklin,kirklin,['WR'],Jontre,None,jontrekirklin,True,SWR,jontre
5108,Luke Falk,5108,27,None,9999999,nfl,Active,QB,Falk,falk,['QB'],Luke,None,lukefalk,True,None,luke
8428,Zander Horvath,8428,23,LAC,279,nfl,Active,RB,Horvath,horvath,['RB'],Zander,None,zanderhorvath,True,FB,zander
1424,Alan Bonner,1424,26,None,9999999,nfl,Inactive,WR,Bonner,bonner,['WR'],Alan,None,alanbonner,False,None,alan
2411,Jeremy Langford,2411,30,None,9999999,nfl,Inactive,RB,Langford,langford,['RB'],Jeremy,None,jeremylangford,False,None,jeremy
8256,Drew Rosi,8256,None,None,None,nfl,Active,TE,Rosi,rosi,['TE'],Drew,None,drewrosi,True,None,drew
23,Jason Witten,23,39,None,378,nfl,Injured Reserve,TE,Witten,witten,['TE'],Jason,None,jasonwitten,True,None,jason
7904,Stevie Scott,7904,22,None,9999999,nfl,Active,RB,Scott,scott,['RB'],Stevie,None,steviescott,True,None,stevie
4479,Thomas Sperbeck,4479,27,None,1125,nfl,Active,WR,Sperbeck,sperbeck,['WR'],Thomas,None,thomassperbeck,True,None,thomas
1636,MarQueis Gray,1636,30,None,9999999,nfl,Inactive,TE,Gray,gray,['TE'],MarQueis,None,marqueisgray,False,None,marqueis
1114,Justin Blackmon,1114,32,None,9999999,nfl,Inactive,WR,Blackmon,blackmon,['WR'],Justin,None,justinblackmon,False,None,justin
1912,Terrance West,1912,29,None,9999999,nfl,Inactive,RB,West,west,['RB'],Terrance,None,terrancewest,False,None,terrance
5258,Damon Gibson,5258,None,None,9999999,nfl,Inactive,WR,Gibson,gibson,['WR'],Damon,None,damongibson,False,None,damon
2919,Tyler McDonald,2919,26,None,9999999,nfl,Inactive,WR,McDonald,mcdonald,['WR'],Tyler,None,tylermcdonald,False,None,tyler
8527,Dareke Young,8527,23,SEA,9999999,nfl,Active,WR,Young,young,['WR'],Dareke,None,darekeyoung,True,LWR,dareke
286,Dwayne Bowe,286,35,None,9999999,nfl,Inactive,WR,Bowe,bowe,['WR'],Dwayne,None,dwaynebowe,False,None,dwayne
454,Chris Ogbonnaya,454,31,None,9999999,nfl,Inactive,RB,Ogbonnaya,ogbonnaya,['RB'],Chris,None,chrisogbonnaya,False,None,chris
6590,Michael Colubiale,6590,26,None,9999999,nfl,Inactive,TE,Colubiale,colubiale,['TE'],Michael,None,michaelcolubiale,True,None,michael
7578,Myron Mitchell,7578,24,MIN,529,nfl,Active,WR,Mitchell,mitchell,['WR'],Myron,None,myronmitchell,True,None,myron
2748,Kevin Monangai,2748,25,None,9999999,nfl,Inactive,RB,Monangai,monangai,['RB'],Kevin,None,kevinmonangai,False,None,kevin
2909,Beau Gardner,2909,28,None,9999999,nfl,Inactive,TE,Gardner,gardner,['TE'],Beau,None,beaugardner,False,None,beau
3467,Taylor Bertolet,3467,29,None,9999999,nfl,Inactive,K,Bertolet,bertolet,['K'],Taylor,None,taylorbertolet,True,None,taylor
1022,Thaddeus Lewis,1022,32,None,9999999,nfl,Inactive,QB,Lewis,lewis,['QB'],Thaddeus,None,thaddeuslewis,False,None,thaddeus
3309,Wendell Smallwood,3309,27,WAS,334,nfl,Active,RB,Smallwood,smallwood,['RB'],Wendell,None,wendellsmallwood,True,None,wendell
5267,JJ Jones,5267,27,None,9999999,nfl,Inactive,WR,Jones,jones,['WR'],JJ,None,jjjones,False,None,jj
2533,Dezmin Lewis,2533,27,None,9999999,nfl,Inactive,WR,Lewis,lewis,['WR'],Dezmin,None,dezminlewis,False,None,dezmin
6196,Christian Wade,6196,30,None,282,nfl,Inactive,RB,Wade,wade,['RB'],Christian,None,christianwade,True,None,christian
2101,Lache Seastrunk,2101,27,None,9999999,nfl,Inactive,RB,Seastrunk,seastrunk,['RB'],Lache,None,lacheseastrunk,False,None,lache
1951,C.J. Fiedorowicz,1951,28,None,9999999,nfl,Inactive,TE,Fiedorowicz,fiedorowicz,['TE'],C.J.,None,cjfiedorowicz,False,None,cj
1386,Giovani Bernard,1386,30,TB,463,nfl,Active,RB,Bernard,bernard,['RB'],Giovani,Questionable,giovanibernard,True,None,giovani
1517,Theo Riddick,1517,30,None,456,nfl,Injured Reserve,RB,Riddick,riddick,['RB'],Theo,None,theoriddick,True,None,theo
1490,Terrance Williams,1490,32,None,9999999,nfl,Inactive,WR,Williams,williams,['WR'],Terrance,None,terrancewilliams,False,None,terrance
6394,Romell Guerrier,6394,None,None,9999999,nfl,Inactive,WR,Guerrier,guerrier,['WR'],Romell,None,romellguerrier,True,None,romell
1530,Charles Johnson,1530,31,None,9999999,nfl,Injured Reserve,WR,Johnson,johnson,['WR'],Charles,None,charlesjohnson,False,None,charles
8163,Tanner McKee,8163,None,None,None,nfl,Active,QB,McKee,mckee,['QB'],Tanner,None,tannermckee,False,None,tanner
3895,Marvin Hall,3895,29,None,9999999,nfl,Active,WR,Hall,hall,['WR'],Marvin,None,marvinhall,True,None,marvin
7905,Dylan Soehner,7905,24,None,9999999,nfl,Active,TE,Soehner,soehner,['TE'],Dylan,PUP,dylansoehner,True,None,dylan
2729,Corey Grant,2729,30,None,9999999,nfl,Inactive,RB,Grant,grant,['RB'],Corey,None,coreygrant,False,None,corey
4790,Robert Wheelwright,4790,None,None,9999999,nfl,Active,WR,Wheelwright,wheelwright,['WR'],Robert,None,robertwheelwright,True,None,robert
6806,J.K. Dobbins,6806,23,BAL,51,nfl,Active,RB,Dobbins,dobbins,['RB'],J.K.,Questionable,jkdobbins,True,RB,jk
5464,De'Lance Turner,5464,26,None,1491,nfl,Active,RB,Turner,turner,['RB'],De'Lance,None,delanceturner,True,None,delance
5995,Justice Hill,5995,24,BAL,9999999,nfl,Active,RB,Hill,hill,['RB'],Justice,None,justicehill,True,None,justice
8174,Kevin Harris,8174,21,NE,489,nfl,Active,RB,Harris,harris,['RB'],Kevin,None,kevinharris,True,None,kevin
6506,Trayone Gray,6506,26,None,9999999,nfl,Active,RB,Gray,gray,['RB'],Trayone,None,trayonegray,True,None,trayone
7703,Jacob Harris,7703,25,LAR,9999999,nfl,Inactive,WR,Harris,harris,['WR'],Jacob,None,jacobharris,True,RWR,jacob
1907,Johnny Manziel,1907,27,None,9999999,nfl,Inactive,QB,Manziel,manziel,['QB'],Johnny,None,johnnymanziel,False,None,johnny
7503,Connor Davis,7503,27,None,259,nfl,Active,TE,Davis,davis,['TE'],Connor,None,connordavis,True,None,connor
5241,Christian Blake,5241,26,None,9999999,nfl,Active,WR,Blake,blake,['WR'],Christian,None,christianblake,True,None,christian
762,James Starks,762,34,None,9999999,nfl,Inactive,RB,Starks,starks,['RB'],James,None,jamesstarks,False,None,james
5142,Kurt Benkert,5142,26,None,9999999,nfl,Active,QB,Benkert,benkert,['QB'],Kurt,None,kurtbenkert,True,None,kurt
1149,Alshon Jeffery,1149,31,None,161,nfl,Active,WR,Jeffery,jeffery,['WR'],Alshon,None,alshonjeffery,True,None,alshon
7579,Austin Watkins,7579,24,None,9999999,nfl,Active,WR,Watkins,watkins,['WR'],Austin,None,austinwatkins,True,None,austin
7009,Trishton Jackson,7009,24,MIN,598,nfl,Active,WR,Jackson,jackson,['WR'],Trishton,None,trishtonjackson,True,LWR,trishton
5138,Martez Carter,5138,28,None,9999999,nfl,Active,RB,Carter,carter,['RB'],Martez,None,martezcarter,True,None,martez
2772,Mitchell Henry,2772,27,None,9999999,nfl,Inactive,TE,Henry,henry,['TE'],Mitchell,None,mitchellhenry,False,None,mitchell
8056,Jake Verity,8056,24,JAX,423,nfl,Active,K,Verity,verity,['K'],Jake,None,jakeverity,True,PK,jake
6824,Donovan Peoples-Jones,6824,23,CLE,226,nfl,Active,WR,Peoples-Jones,peoplesjones,['WR'],Donovan,None,donovanpeoplesjones,True,RWR,donovan
4555,Andy Phillips,4555,32,None,709,nfl,Active,K,Phillips,phillips,['K'],Andy,None,andyphillips,True,None,andy
1673,Da'Rick Rogers,1673,26,None,9999999,nfl,Inactive,WR,Rogers,rogers,['WR'],Da'Rick,None,darickrogers,False,None,darick
814,Shane Vereen,814,31,None,9999999,nfl,Injured Reserve,RB,Vereen,vereen,['RB'],Shane,None,shanevereen,False,None,shane
975,McLeod Bethel-Thompson,975,30,None,9999999,nfl,Inactive,QB,Bethel-Thompson,bethelthompson,['QB'],McLeod,None,mcleodbethelthompson,False,None,mcleod
4660,Sean Culkin,4660,28,None,1275,nfl,Inactive,TE,Culkin,culkin,['TE'],Sean,None,seanculkin,True,None,sean
8731,Shemar Bridges,8731,24,BAL,9999999,nfl,Active,WR,Bridges,bridges,['WR'],Shemar,None,shemarbridges,True,RWR,shemar
4630,I'Tavius Mathers,4630,28,None,9999999,nfl,Active,RB,Mathers,mathers,['RB'],I'Tavius,None,itaviusmathers,True,None,itavius
3579,Marshall Morgan,3579,25,None,9999999,nfl,Inactive,K,Morgan,morgan,['K'],Marshall,None,marshallmorgan,False,None,marshall
2770,Harold Spears,2770,25,None,9999999,nfl,Inactive,TE,Spears,spears,['TE'],Harold,None,haroldspears,False,None,harold
1944,Alfred Blue,1944,30,None,9999999,nfl,Inactive,RB,Blue,blue,['RB'],Alfred,None,alfredblue,False,None,alfred
3934,Troymaine Pope,3934,28,None,1110,nfl,Active,RB,Pope,pope,['RB'],Troymaine,Questionable,troymainepope,True,None,troymaine
1054,Stephen Hill,1054,27,None,9999999,nfl,Inactive,WR,Hill,hill,['WR'],Stephen,None,stephenhill,False,None,stephen
7435,Cameron Scarlett,7435,25,None,9999999,nfl,Active,RB,Scarlett,scarlett,['RB'],Cameron,None,cameronscarlett,True,None,cameron
7210,Kendall Hinton,7210,25,DEN,517,nfl,Active,WR,Hinton,hinton,['WR'],Kendall,None,kendallhinton,True,PR,kendall
2044,Brelan Chancellor,2044,25,None,9999999,nfl,Inactive,WR,Chancellor,chancellor,['WR'],Brelan,None,brelanchancellor,False,None,brelan
920,Evan Royster,920,29,None,9999999,nfl,Inactive,RB,Royster,royster,['RB'],Evan,None,evanroyster,False,None,evan
5846,DK Metcalf,5846,24,SEA,38,nfl,Active,WR,Metcalf,metcalf,['WR'],DK,None,dkmetcalf,True,LWR,dk
5754,Jaeden Graham,5754,26,PHI,298,nfl,Inactive,TE,Graham,graham,['TE'],Jaeden,IR,jaedengraham,True,None,jaeden
2422,Blake Bell,2422,31,KC,9999999,nfl,Active,TE,Bell,bell,['TE'],Blake,Doubtful,blakebell,True,LTE,blake
4644,Travis Rudolph,4644,26,None,9999999,nfl,Inactive,WR,Rudolph,rudolph,['WR'],Travis,None,travisrudolph,False,None,travis
1928,Antonio Andrews,1928,28,None,9999999,nfl,Inactive,RB,Andrews,andrews,['RB'],Antonio,None,antonioandrews,False,None,antonio
2175,Bernard Reedy,2175,30,None,9999999,nfl,Inactive,WR,Reedy,reedy,['WR'],Bernard,None,bernardreedy,False,None,bernard
2391,David Johnson,2391,30,None,298,nfl,Active,RB,Johnson,johnson,['RB'],David,None,davidjohnson,True,None,david
990,Kris Durham,990,29,None,9999999,nfl,Inactive,WR,Durham,durham,['WR'],Kris,None,krisdurham,False,None,kris
4406,Wes Lunt,4406,28,None,9999999,nfl,Active,QB,Lunt,lunt,['QB'],Wes,None,weslunt,True,None,wes
1772,J Talley,1772,28,None,9999999,nfl,Inactive,WR,Talley,talley,['WR'],J,None,jtalley,False,None,j
6088,Bisi Johnson,6088,25,MIN,9999999,nfl,Inactive,WR,Johnson,johnson,['WR'],Bisi,IR,bisijohnson,True,None,bisi
1225,LaMichael James,1225,30,None,9999999,nfl,Inactive,RB,James,james,['RB'],LaMichael,None,lamichaeljames,False,None,lamichael
8184,D'Vonte Price,8184,23,IND,9999999,nfl,Active,RB,Price,price,['RB'],D'Vonte,None,dvonteprice,True,None,dvonte
7462,Stephen Guidry,7462,24,None,9999999,nfl,Active,WR,Guidry,guidry,['WR'],Stephen,None,stephenguidry,True,None,stephen
6908,La'Mical Perine,6908,24,NYJ,9999999,nfl,Active,RB,Perine,perine,['RB'],La'Mical,None,lamicalperine,True,None,lamical
6686,Joe Horn,6686,27,None,9999999,nfl,Active,WR,Horn,horn,['WR'],Joe,None,joehorn,True,None,joe
7104,Shannon Brooks,7104,None,None,9999999,nfl,Inactive,RB,Brooks,brooks,['RB'],Shannon,NA,shannonbrooks,False,None,shannon
4910,Quincy McDuffie,4910,31,None,9999999,nfl,Active,WR,McDuffie,mcduffie,['WR'],Quincy,None,quincymcduffie,True,None,quincy
4453,Victor Bolden,4453,27,ARI,559,nfl,Active,WR,Bolden,bolden,['WR'],Victor,None,victorbolden,True,RWR,victor
2946,Diandre Campbell,2946,27,None,9999999,nfl,Inactive,WR,Campbell,campbell,['WR'],Diandre,None,diandrecampbell,False,None,diandre
6723,Vincent Testaverde,6723,25,None,9999999,nfl,Active,QB,Testaverde,testaverde,['QB'],Vincent,None,vincenttestaverde,True,None,vincent
4324,Trey Griffey,4324,27,None,9999999,nfl,Active,WR,Griffey,griffey,['WR'],Trey,None,treygriffey,True,None,trey
8198,Charleston Rambo,8198,None,CAR,471,nfl,Active,WR,Rambo,rambo,['WR'],Charleston,None,charlestonrambo,True,None,charleston
6045,Gary Jennings,6045,25,None,9999999,nfl,Inactive,WR,Jennings,jennings,['WR'],Gary,Questionable,garyjennings,True,None,gary
6449,Dorian Baker,6449,25,None,9999999,nfl,Active,WR,Baker,baker,['WR'],Dorian,None,dorianbaker,True,None,dorian
3007,Avius Capers,3007,26,None,9999999,nfl,Inactive,WR,Capers,capers,['WR'],Avius,None,aviuscapers,False,None,avius
2887,Quan Bray,2887,27,None,9999999,nfl,Inactive,WR,Bray,bray,['WR'],Quan,None,quanbray,False,None,quan
7899,Isaiah McKoy,7899,None,None,9999999,nfl,Active,WR,McKoy,mckoy,['WR'],Isaiah,None,isaiahmckoy,True,None,isaiah
6106,Taiwan Deal,6106,None,None,9999999,nfl,Inactive,RB,Deal,deal,['RB'],Taiwan,None,taiwandeal,False,None,taiwan
3969,Leonard Fournette,3969,27,TB,25,nfl,Active,RB,Fournette,fournette,['RB'],Leonard,None,leonardfournette,True,RB,leonard
6753,Derrick Gore,6753,27,None,584,nfl,Inactive,RB,Gore,gore,['RB'],Derrick,Questionable,derrickgore,True,None,derrick
8247,Gerrit Prince,8247,25,JAX,545,nfl,Active,TE,Prince,prince,['TE'],Gerrit,None,gerritprince,True,None,gerrit
2802,Corey Acosta,2802,26,None,9999999,nfl,Inactive,K,Acosta,acosta,['K'],Corey,None,coreyacosta,False,None,corey
2822,Adam Humphries,2822,28,None,9999999,nfl,Active,WR,Humphries,humphries,['WR'],Adam,None,adamhumphries,True,None,adam
6357,Shawn Bane,6357,26,None,9999999,nfl,Active,WR,Bane,bane,['WR'],Shawn,None,shawnbane,True,None,shawn
7935,Eli Stove,7935,None,None,None,nfl,Inactive,WR,Stove,stove,['WR'],Eli,None,elistove,True,None,eli
1678,Uzoma Nwachukwu,1678,31,None,9999999,nfl,Active,WR,Nwachukwu,nwachukwu,['WR'],Uzoma,None,uzomanwachukwu,True,None,uzoma
6735,Duplicate Player,6735,29,None,9999999,nfl,Inactive,WR,Player,player,['WR'],Duplicate,NA,duplicateplayer,False,None,duplicate
3465,Ben Braunecker,3465,27,None,1054,nfl,Active,TE,Braunecker,braunecker,['TE'],Ben,None,benbraunecker,True,None,ben
6459,Sean Modster,6459,26,None,9999999,nfl,Active,WR,Modster,modster,['WR'],Sean,None,seanmodster,True,None,sean
7339,J.J. Koski,7339,25,None,9999999,nfl,Active,WR,Koski,koski,['WR'],J.J.,IR,jjkoski,True,None,jj
4150,Wayne Gallman,4150,27,None,9999999,nfl,Active,RB,Gallman,gallman,['RB'],Wayne,None,waynegallman,True,None,wayne
1794,David Fluellen,1794,29,None,769,nfl,Active,RB,Fluellen,fluellen,['RB'],David,None,davidfluellen,True,None,david
147,DeSean Jackson,147,35,None,9999999,nfl,Active,WR,Jackson,jackson,['WR'],DeSean,None,deseanjackson,True,None,desean
8813,Anthony Turner,8813,None,None,9999999,nfl,Active,WR,Turner,turner,['WR'],Anthony,None,anthonyturner,True,None,anthony
6317,Jacob Dolegala,6317,25,None,9999999,nfl,Active,QB,Dolegala,dolegala,['QB'],Jacob,None,jacobdolegala,True,None,jacob
4798,C.J. Germany,4798,None,None,9999999,nfl,Active,WR,Germany,germany,['WR'],C.J.,None,cjgermany,True,None,cj
7437,Kyle Williams,7437,23,None,9999999,nfl,Inactive,WR,Williams,williams,['WR'],Kyle,None,kylewilliams,True,None,kyle
5110,Russell Gage,5110,26,TB,145,nfl,Active,WR,Gage,gage,['WR'],Russell,Questionable,russellgage,True,SWR,russell
2140,Jeff Janis,2140,29,None,9999999,nfl,Inactive,WR,Janis,janis,['WR'],Jeff,None,jeffjanis,False,None,jeff
6846,Hunter Bryant,6846,23,None,9999999,nfl,Active,TE,Bryant,bryant,['TE'],Hunter,Questionable,hunterbryant,True,None,hunter
3198,Derrick Henry,3198,28,TEN,2,nfl,Active,RB,Henry,henry,['RB'],Derrick,None,derrickhenry,True,RB,derrick
3021,Devin Gardner,3021,None,None,9999999,nfl,Inactive,WR,Gardner,gardner,['WR'],Devin,None,devingardner,False,None,devin
3892,Jarvis Turner,3892,24,None,9999999,nfl,Inactive,WR,Turner,turner,['WR'],Jarvis,None,jarvisturner,False,None,jarvis
2400,Matt Jones,2400,27,None,9999999,nfl,Inactive,RB,Jones,jones,['RB'],Matt,None,mattjones,False,None,matt
8142,Alec Pierce,8142,22,IND,196,nfl,Active,WR,Pierce,pierce,['WR'],Alec,None,alecpierce,True,LWR,alec
4360,Fred Ross,4360,26,None,9999999,nfl,Inactive,WR,Ross,ross,['WR'],Fred,None,fredross,True,None,fred
2342,Devin Smith,2342,29,None,698,nfl,Active,WR,Smith,smith,['WR'],Devin,None,devinsmith,True,None,devin
6395,Trinity Benson,6395,25,DET,9999999,nfl,Active,WR,Benson,benson,['WR'],Trinity,None,trinitybenson,True,RWR,trinity
2375,Jaelen Strong,2375,26,None,9999999,nfl,Inactive,WR,Strong,strong,['WR'],Jaelen,None,jaelenstrong,False,None,jaelen
1681,George Winn,1681,29,None,9999999,nfl,Inactive,RB,Winn,winn,['RB'],George,None,georgewinn,False,None,george
4958,Brett Maher,4958,32,DAL,363,nfl,Active,K,Maher,maher,['K'],Brett,None,brettmaher,True,PK,brett
5354,Canon Rooker,5354,None,None,9999999,nfl,Inactive,K,Rooker,rooker,['K'],Canon,None,canonrooker,False,None,canon
6151,Miles Sanders,6151,25,PHI,72,nfl,Active,RB,Sanders,sanders,['RB'],Miles,Questionable,milessanders,True,RB,miles
5262,Steve Ishmael,5262,26,None,1447,nfl,Inactive,WR,Ishmael,ishmael,['WR'],Steve,None,steveishmael,False,None,steve
