,team,last_name,depth_chart_position,first_name,fantasy_positions,status,position,search_full_name,player_id,full_name,sport,search_first_name,search_rank,age,injury_status,active,search_last_name
5032,HOU,Akins,None,Jordan,['TE'],Active,TE,jordanakins,5032,Jordan Akins,nfl,jordan,646,30,None,True,akins
8061,None,Hausmann,None,Jake,['TE'],Active,TE,jakehausmann,8061,Jake Hausmann,nfl,jake,408,25,None,True,hausmann
297,None,Royal,None,Eddie,['WR'],Inactive,WR,eddieroyal,297,Eddie Royal,nfl,eddie,9999999,34,None,False,royal
1059,None,Rainey,None,Bobby,['RB'],Inactive,RB,bobbyrainey,1059,Bobby Rainey,nfl,bobby,9999999,32,None,False,rainey
1966,None,Lankford,None,Ryan,['WR'],Inactive,WR,ryanlankford,1966,Ryan Lankford,nfl,ryan,9999999,25,None,False,lankford
5248,BAL,Edwards,None,Gus,['RB'],Active,RB,gusedwards,5248,Gus Edwards,nfl,gus,216,27,PUP,True,edwards
4707,None,Judd,None,Akeem,['RB'],Inactive,RB,akeemjudd,4707,Akeem Judd,nfl,akeem,9999999,29,None,False,judd
1436,None,Cunningham,None,Justice,['TE'],Inactive,TE,justicecunningham,1436,Justice Cunningham,nfl,justice,9999999,29,None,False,cunningham
1329,None,Hogan,None,Chris,['WR'],Injured Reserve,WR,chrishogan,1329,Chris Hogan,nfl,chris,634,34,None,True,hogan
7066,MIN,Osborn,SWR,K.J.,['WR'],Active,WR,kjosborn,7066,K.J. Osborn,nfl,kj,189,25,None,True,osborn
7539,HOU,Doaks,None,Gerrid,['RB'],Active,RB,gerriddoaks,7539,Gerrid Doaks,nfl,gerrid,9999999,24,None,True,doaks
6988,None,Calais,None,Raymond,['RB'],Active,RB,raymondcalais,6988,Raymond Calais,nfl,raymond,9999999,24,None,True,calais
663,None,Watson,None,Benjamin,['TE'],Injured Reserve,TE,benjaminwatson,663,Benjamin Watson,nfl,benjamin,9999999,41,None,True,watson
6259,None,Holland,None,Darnell,['RB'],Active,RB,darnellholland,6259,Darnell Holland,nfl,darnell,9999999,25,None,True,holland
6519,DEN,Shepherd,None,Darrius,['WR'],Active,WR,darriusshepherd,6519,Darrius Shepherd,nfl,darrius,456,26,None,True,shepherd
6126,MIN,Smith,TE,Irv,['TE'],Active,TE,irvsmith,6126,Irv Smith,nfl,irv,170,24,None,True,smith
6261,None,White,None,Reggie,['WR'],Active,WR,reggiewhite,6261,Reggie White,nfl,reggie,9999999,25,None,True,white
6970,CAR,Sullivan,TE,Stephen,['TE'],Active,TE,stephensullivan,6970,Stephen Sullivan,nfl,stephen,9999999,25,None,True,sullivan
6730,None,Ta'amu,None,Jordan,['QB'],Active,QB,jordantaamu,6730,Jordan Ta'amu,nfl,jordan,352,24,None,True,taamu
4749,None,Posey,None,Cameron,['WR'],Active,WR,cameronposey,4749,Cameron Posey,nfl,cameron,9999999,28,None,True,posey
5929,None,Johnson,None,Anthony,['WR'],Active,WR,anthonyjohnson,5929,Anthony Johnson,nfl,anthony,9999999,26,None,True,johnson
8155,NYJ,Hall,RB,Breece,['RB'],Active,RB,breecehall,8155,Breece Hall,nfl,breece,32,21,None,True,hall
4018,CIN,Mixon,RB,Joe,['RB'],Active,RB,joemixon,4018,Joe Mixon,nfl,joe,8,26,None,True,mixon
2838,None,Harman,None,Trevor,['WR'],Inactive,WR,trevorharman,2838,Trevor Harman,nfl,trevor,9999999,25,None,False,harman
5210,None,Robertson,None,Korey,['WR'],Active,WR,koreyrobertson,5210,Korey Robertson,nfl,korey,9999999,26,None,True,robertson
7092,None,Finke,None,Chris,['WR'],Active,WR,chrisfinke,7092,Chris Finke,nfl,chris,447,26,None,True,finke
5955,LV,Renfrow,SWR,Hunter,['WR'],Active,WR,hunterrenfrow,5955,Hunter Renfrow,nfl,hunter,83,26,None,True,renfrow
739,None,Edwards,None,Trent,['QB'],Inactive,QB,trentedwards,739,Trent Edwards,nfl,trent,9999999,33,None,False,edwards
2823,None,Hall,None,Rannell,['WR'],Inactive,WR,rannellhall,2823,Rannell Hall,nfl,rannell,9999999,27,None,False,hall
1332,None,Momah,None,Ifeanyi,['WR'],Inactive,WR,ifeanyimomah,1332,Ifeanyi Momah,nfl,ifeanyi,9999999,32,None,False,momah
6885,TB,Vaughn,RB,Ke'Shawn,['RB'],Active,RB,keshawnvaughn,6885,Ke'Shawn Vaughn,nfl,keshawn,523,25,None,True,vaughn
7158,None,Neal,None,Riley,['QB'],Active,QB,rileyneal,7158,Riley Neal,nfl,riley,9999999,25,None,True,neal
8559,CAR,Babicz,None,Josh,['TE'],Active,TE,joshbabicz,8559,Josh Babicz,nfl,josh,9999999,23,None,True,babicz
4152,None,Mack,None,Marlon,['RB'],Active,RB,marlonmack,4152,Marlon Mack,nfl,marlon,197,26,None,True,mack
7589,PHI,Book,QB,Ian,['QB'],Active,QB,ianbook,7589,Ian Book,nfl,ian,329,24,None,True,book
7607,NYJ,Carter,RB,Michael,['RB'],Active,RB,michaelcarter,7607,Michael Carter,nfl,michael,116,23,None,True,carter
3463,None,Pressley,None,Jhurell,['RB'],Inactive,RB,jhurellpressley,3463,Jhurell Pressley,nfl,jhurell,9999999,29,None,False,pressley
1738,None,Blanchard,None,Matt,['QB'],Inactive,QB,mattblanchard,1738,Matt Blanchard,nfl,matt,9999999,28,None,False,blanchard
804,None,Gates,None,Clyde,['WR'],Inactive,WR,clydegates,804,Clyde Gates,nfl,clyde,9999999,31,None,False,gates
8878,IND,Scott,None,Jared,['TE'],Active,TE,jaredscott,8878,Jared Scott,nfl,jared,9999999,23,None,True,scott
691,None,Anderson,None,Derek,['QB'],Injured Reserve,QB,derekanderson,691,Derek Anderson,nfl,derek,9999999,38,None,False,anderson
2935,None,Collins,None,Ricky,['WR'],Inactive,WR,rickycollins,2935,Ricky Collins,nfl,ricky,9999999,None,None,False,collins
8251,None,Jackson,None,Calvin,['WR'],Active,WR,calvinjackson,8251,Calvin Jackson,nfl,calvin,9999999,25,None,True,jackson
1217,None,Byrd,None,Laron,['WR'],Inactive,WR,laronbyrd,1217,Laron Byrd,nfl,laron,9999999,32,None,False,byrd
7517,None,Player,None,Duplicate,['WR'],Inactive,WR,duplicateplayer,7517,Duplicate Player,nfl,duplicate,None,22,None,False,player
4335,CAR,Walker,QB,PJ,['QB'],Active,QB,pjwalker,4335,PJ Walker,nfl,pj,533,27,None,True,walker
3817,None,Tucker,None,Marcus,['WR'],Inactive,WR,marcustucker,3817,Marcus Tucker,nfl,marcus,9999999,29,None,True,tucker
2700,None,Norwood,None,Levi,['WR'],Inactive,WR,levinorwood,2700,Levi Norwood,nfl,levi,9999999,26,None,False,norwood
5130,PHI,Tate,None,Auden,['WR'],Active,WR,audentate,5130,Auden Tate,nfl,auden,9999999,25,None,True,tate
6187,None,Ware,None,Aca'Cedric,['RB'],Active,RB,acacedricware,6187,Aca'Cedric Ware,nfl,acacedric,9999999,24,None,True,ware
5189,CAR,Pineiro,PK,Eddy,['K'],Active,K,eddypineiro,5189,Eddy Pineiro,nfl,eddy,462,26,None,True,pineiro
5001,DAL,Schultz,TE,Dalton,['TE'],Active,TE,daltonschultz,5001,Dalton Schultz,nfl,dalton,55,26,None,True,schultz
3905,None,Dixon,None,Mandel,['TE'],Inactive,TE,mandeldixon,3905,Mandel Dixon,nfl,mandel,9999999,25,None,False,dixon
1223,None,Celek,None,Garrett,['TE'],Injured Reserve,TE,garrettcelek,1223,Garrett Celek,nfl,garrett,689,33,None,True,celek
4710,None,Pascascio,None,Gio,['WR'],Active,WR,giopascascio,4710,Gio Pascascio,nfl,gio,9999999,27,None,True,pascascio
2876,None,Williams,None,Ed,['WR'],Inactive,WR,edwilliams,2876,Ed Williams,nfl,ed,9999999,27,None,False,williams
5006,None,Moore,None,J'Mon,['WR'],Inactive,WR,jmonmoore,5006,J'Mon Moore,nfl,jmon,1354,26,Questionable,False,moore
1214,None,Walsh,None,Blair,['K'],Inactive,K,blairwalsh,1214,Blair Walsh,nfl,blair,9999999,32,None,False,walsh
1426,ARI,Hopkins,None,DeAndre,['WR'],Inactive,WR,deandrehopkins,1426,DeAndre Hopkins,nfl,deandre,78,30,Sus,True,hopkins
1758,None,Moore,None,Kashif,['WR'],Inactive,WR,kashifmoore,1758,Kashif Moore,nfl,kashif,9999999,29,None,False,moore
4054,IND,Alie-Cox,TE,Mo,['TE'],Active,TE,moaliecox,4054,Mo Alie-Cox,nfl,mo,426,28,None,True,aliecox
4750,None,Lenoir,None,Lance,['WR'],Active,WR,lancelenoir,4750,Lance Lenoir,nfl,lance,9999999,27,Questionable,True,lenoir
268,None,Smith,None,Alex,['QB'],Injured Reserve,QB,alexsmith,268,Alex Smith,nfl,alex,425,37,None,True,smith
5260,DEN,Smith,None,Vyncint,['WR'],Active,WR,vyncintsmith,5260,Vyncint Smith,nfl,vyncint,9999999,26,None,True,smith
2916,None,Umodu,None,Ify,['WR'],Inactive,WR,ifyumodu,2916,Ify Umodu,nfl,ify,9999999,25,None,False,umodu
4600,None,Thomas,None,Noel,['WR'],Active,WR,noelthomas,4600,Noel Thomas,nfl,noel,9999999,27,None,True,thomas
1133,None,Wylie,None,Devon,['WR'],Inactive,WR,devonwylie,1133,Devon Wylie,nfl,devon,9999999,29,None,False,wylie
1743,None,Golden,None,Brittan,['WR'],Injured Reserve,WR,brittangolden,1743,Brittan Golden,nfl,brittan,9999999,32,None,False,golden
6694,CLE,Johnson,RB,D'Ernest,['RB'],Active,RB,dernestjohnson,6694,D'Ernest Johnson,nfl,dernest,425,26,None,True,johnson
7287,None,Hammond,None,Josh,['WR'],Active,WR,joshhammond,7287,Josh Hammond,nfl,josh,9999999,24,None,True,hammond
7088,None,Jones,None,Xavier,['RB'],Active,RB,xavierjones,7088,Xavier Jones,nfl,xavier,492,24,Questionable,True,jones
5408,None,Bailey,None,Sergio,['WR'],Active,WR,sergiobailey,5408,Sergio Bailey,nfl,sergio,9999999,27,None,True,bailey
5773,ATL,Hodge,RWR,Khadarel,['WR'],Active,WR,khadarelhodge,5773,Khadarel Hodge,nfl,khadarel,9999999,27,None,True,hodge
3318,None,Hogan,None,Kevin,['QB'],Active,QB,kevinhogan,3318,Kevin Hogan,nfl,kevin,9999999,29,None,True,hogan
2881,None,Slavin,None,Tyler,['WR'],Inactive,WR,tylerslavin,2881,Tyler Slavin,nfl,tyler,9999999,26,None,False,slavin
748,None,Williams,None,Mike,['WR'],Inactive,WR,mikewilliams,748,Mike Williams,nfl,mike,9999999,31,None,False,williams
1682,None,Wood,None,Cierre,['RB'],Inactive,RB,cierrewood,1682,Cierre Wood,nfl,cierre,9999999,29,None,False,wood
4351,DEN,Patrick,None,Tim,['WR'],Inactive,WR,timpatrick,4351,Tim Patrick,nfl,tim,410,28,IR,True,patrick
3542,None,Reaves,None,Deandre,['WR'],Inactive,WR,deandrereaves,3542,Deandre Reaves,nfl,deandre,9999999,26,None,False,reaves
6373,None,Richardson,None,A.J.,['WR'],Active,WR,ajrichardson,6373,A.J. Richardson,nfl,aj,9999999,26,None,True,richardson
4274,CHI,Moore,None,David,['WR'],Inactive,WR,davidmoore,4274,David Moore,nfl,david,281,27,IR,True,moore
5201,None,Swanson,None,Terry,['RB'],Active,RB,terryswanson,5201,Terry Swanson,nfl,terry,9999999,25,None,True,swanson
8885,ATL,Fisk,None,Tucker,['TE'],Active,TE,tuckerfisk,8885,Tucker Fisk,nfl,tucker,584,23,None,True,fisk
7439,None,Hudson,None,Tommy,['TE'],Active,TE,tommyhudson,7439,Tommy Hudson,nfl,tommy,9999999,25,IR,True,hudson
6832,None,Lipscomb,None,Kalija,['WR'],Active,WR,kalijalipscomb,6832,Kalija Lipscomb,nfl,kalija,9999999,24,None,True,lipscomb
188,None,Manning,None,Eli,['QB'],Active,QB,elimanning,188,Eli Manning,nfl,eli,9999999,39,None,False,manning
3609,None,King,None,Chris,['WR'],Inactive,WR,chrisking,3609,Chris King,nfl,chris,9999999,24,None,False,king
6017,None,Lodge,None,DaMarkus,['WR'],Active,WR,damarkuslodge,6017,DaMarkus Lodge,nfl,damarkus,9999999,24,None,True,lodge
2001,None,Bibbs,None,Kapri,['RB'],Inactive,RB,kapribibbs,2001,Kapri Bibbs,nfl,kapri,9999999,29,None,False,bibbs
1388,None,Eifert,None,Tyler,['TE'],Inactive,TE,tylereifert,1388,Tyler Eifert,nfl,tyler,339,31,None,True,eifert
3551,None,Wittek,None,Max,['QB'],Inactive,QB,maxwittek,3551,Max Wittek,nfl,max,9999999,25,None,False,wittek
3445,NYG,Johnson,None,Marcus,['WR'],Active,WR,marcusjohnson,3445,Marcus Johnson,nfl,marcus,9999999,28,None,True,johnson
4786,None,Seales,None,Jhajuan,['WR'],Active,WR,jhajuanseales,4786,Jhajuan Seales,nfl,jhajuan,9999999,28,None,True,seales
6524,None,Jordan,None,Jamire,['WR'],Active,WR,jamirejordan,6524,Jamire Jordan,nfl,jamire,9999999,None,None,True,jordan
6146,NYG,Smith,None,Kaden,['TE'],Inactive,TE,kadensmith,6146,Kaden Smith,nfl,kaden,9999999,24,Questionable,True,smith
8039,None,Blount,None,Jibri,['TE'],Active,TE,jibriblount,8039,Jibri Blount,nfl,jibri,None,25,None,True,blount
3615,None,Houma,None,Sione,['RB'],Inactive,RB,sionehouma,3615,Sione Houma,nfl,sione,9999999,24,None,False,houma
5126,None,Proehl,None,Austin,['WR'],Active,WR,austinproehl,5126,Austin Proehl,nfl,austin,315,26,Questionable,True,proehl
4747,None,Donatell,None,Stevie,['TE'],Active,TE,steviedonatell,4747,Stevie Donatell,nfl,stevie,9999999,27,None,True,donatell
3398,None,Lawler,None,Kenny,['WR'],Active,WR,kennylawler,3398,Kenny Lawler,nfl,kenny,9999999,27,None,True,lawler
5619,None,Dawkins,None,Dalyn,['RB'],Active,RB,dalyndawkins,5619,Dalyn Dawkins,nfl,dalyn,1497,27,None,True,dawkins
2245,None,Niklas,None,Troy,['TE'],Injured Reserve,TE,troyniklas,2245,Troy Niklas,nfl,troy,9999999,27,None,False,niklas
6320,None,Duhart,None,Jonathan,['WR'],Active,WR,jonathanduhart,6320,Jonathan Duhart,nfl,jonathan,9999999,25,None,True,duhart
1104,None,Posey,None,DeVier,['WR'],Inactive,WR,devierposey,1104,DeVier Posey,nfl,devier,9999999,31,None,False,posey
8418,None,Smart,None,Jared,['WR'],Active,WR,jaredsmart,8418,Jared Smart,nfl,jared,9999999,None,None,True,smart
3030,None,De La Cruz,None,Kai,['WR'],Inactive,WR,kaidelacruz,3030,Kai De La Cruz,nfl,kai,9999999,None,None,False,delacruz
1689,MIN,Thielen,LWR,Adam,['WR'],Active,WR,adamthielen,1689,Adam Thielen,nfl,adam,69,32,None,True,thielen
2785,None,Johnson,None,Gus,['RB'],Active,RB,gusjohnson,2785,Gus Johnson,nfl,gus,9999999,28,None,True,johnson
8670,None,Romo,None,John Parker,['K'],Active,K,johnparkerromo,8670,John Parker Romo,nfl,johnparker,327,None,None,True,romo
1675,None,Brown,None,Marlon,['WR'],Injured Reserve,WR,marlonbrown,1675,Marlon Brown,nfl,marlon,9999999,29,None,False,brown
8424,None,Marks,None,Kevin,['RB'],Active,RB,kevinmarks,8424,Kevin Marks,nfl,kevin,9999999,24,None,True,marks
3911,None,Simonise,LWR,Rashaun,['WR'],Inactive,WR,rashaunsimonise,3911,Rashaun Simonise,nfl,rashaun,9999999,23,None,False,simonise
3711,None,Davis,None,Quinshad,['WR'],Inactive,WR,quinshaddavis,3711,Quinshad Davis,nfl,quinshad,9999999,24,None,False,davis
1169,None,Griffin,None,Robert,['QB'],Inactive,QB,robertgriffin,1169,Robert Griffin,nfl,robert,484,31,None,True,griffin
3460,None,Martin,None,Ross,['K'],Active,K,rossmartin,3460,Ross Martin,nfl,ross,9999999,28,None,True,martin
6659,DET,Reynolds,RB,Craig,['RB'],Active,RB,craigreynolds,6659,Craig Reynolds,nfl,craig,484,26,None,True,reynolds
6786,DAL,Lamb,LWR,CeeDee,['WR'],Active,WR,ceedeelamb,6786,CeeDee Lamb,nfl,ceedee,16,23,None,True,lamb
130,None,Weems,None,Eric,['WR'],Inactive,WR,ericweems,130,Eric Weems,nfl,eric,9999999,35,None,False,weems
4243,None,Dupre,None,Malachi,['WR'],Inactive,WR,malachidupre,4243,Malachi Dupre,nfl,malachi,9999999,26,None,False,dupre
7848,None,Harrington,None,Scooter,['TE'],Active,TE,scooterharrington,7848,Scooter Harrington,nfl,scooter,None,24,None,True,harrington
83,None,Hightower,None,Tim,['RB'],Inactive,RB,timhightower,83,Tim Hightower,nfl,tim,9999999,34,None,False,hightower
4518,None,Byrd,None,Emanuel,['TE'],Inactive,TE,emanuelbyrd,4518,Emanuel Byrd,nfl,emanuel,9999999,27,None,False,byrd
1865,None,Butler,None,Jeremy,['WR'],Inactive,WR,jeremybutler,1865,Jeremy Butler,nfl,jeremy,9999999,29,None,False,butler
3258,NO,Vannett,None,Nick,['TE'],Active,TE,nickvannett,3258,Nick Vannett,nfl,nick,581,29,None,True,vannett
6895,DET,Cephus,LWR,Quintez,['WR'],Active,WR,quintezcephus,6895,Quintez Cephus,nfl,quintez,9999999,24,None,True,cephus
69,None,Moss,None,Santana,['WR'],Inactive,WR,santanamoss,69,Santana Moss,nfl,santana,9999999,38,None,False,moss
8202,CLE,Woods,RWR,Michael,['WR'],Active,WR,michaelwoods,8202,Michael Woods,nfl,michael,365,22,Questionable,True,woods
6826,CHI,Kmet,TE,Cole,['TE'],Active,TE,colekmet,6826,Cole Kmet,nfl,cole,117,23,None,True,kmet
2124,None,Maxwell,None,Jacob,['TE'],Inactive,TE,jacobmaxwell,2124,Jacob Maxwell,nfl,jacob,9999999,26,None,False,maxwell
5927,WAS,McLaurin,LWR,Terry,['WR'],Active,WR,terrymclaurin,5927,Terry McLaurin,nfl,terry,38,26,None,True,mclaurin
344,None,Edelman,None,Julian,['WR'],Injured Reserve,WR,julianedelman,344,Julian Edelman,nfl,julian,92,35,None,True,edelman
7918,None,Rose,None,A.J.,['RB'],Active,RB,ajrose,7918,A.J. Rose,nfl,aj,311,24,None,True,rose
7496,TEN,Westbrook-Ikhine,RWR,Nick,['WR'],Active,WR,nickwestbrookikhine,7496,Nick Westbrook-Ikhine,nfl,nick,446,25,None,True,westbrookikhine
287,None,Smith,None,Brad,['WR'],Inactive,WR,bradsmith,287,Brad Smith,nfl,brad,9999999,33,None,False,smith
7610,SF,Lance,QB,Trey,['QB'],Active,QB,treylance,7610,Trey Lance,nfl,trey,62,22,None,True,lance
8189,CHI,Ebner,RB,Trestan,['RB'],Active,RB,trestanebner,8189,Trestan Ebner,nfl,trestan,512,23,None,True,ebner
6075,LV,Horsted,TE,Jesper,['TE'],Active,TE,jesperhorsted,6075,Jesper Horsted,nfl,jesper,9999999,25,None,True,horsted
2465,None,Bell,None,Kenny,['WR'],Inactive,WR,kennybell,2465,Kenny Bell,nfl,kenny,9999999,29,None,True,bell
8539,None,Green,None,Seth,['TE'],Active,TE,sethgreen,8539,Seth Green,nfl,seth,491,None,None,True,green
2957,None,Brun Jr,None,Ernst,['TE'],Inactive,TE,ernstbrunjr,2957,Ernst Brun Jr,nfl,ernst,9999999,26,None,False,brunjr
592,None,Best,None,Jahvid,['RB'],Inactive,RB,jahvidbest,592,Jahvid Best,nfl,jahvid,9999999,29,None,False,best
5916,LAR,Henderson,RB,Darrell,['RB'],Active,RB,darrellhenderson,5916,Darrell Henderson,nfl,darrell,113,25,None,True,henderson
2214,TB,Brate,TE,Cameron,['TE'],Active,TE,cameronbrate,2214,Cameron Brate,nfl,cameron,240,31,None,True,brate
1895,ATL,McCarron,None,AJ,['QB'],Inactive,QB,ajmccarron,1895,AJ McCarron,nfl,aj,9999999,31,None,True,mccarron
740,None,Stokley,None,Brandon,['WR'],Inactive,WR,brandonstokley,740,Brandon Stokley,nfl,brandon,9999999,41,None,False,stokley
3678,NO,Lutz,PK,Wil,['K'],Active,K,willutz,3678,Wil Lutz,nfl,wil,192,28,None,True,lutz
308,None,Higgins,None,JohnnieLee,['WR'],Inactive,WR,johnnieleehiggins,308,JohnnieLee Higgins,nfl,johnnielee,9999999,34,None,False,higgins
5432,WAS,Sims,RWR,Cam,['WR'],Active,WR,camsims,5432,Cam Sims,nfl,cam,9999999,26,Questionable,True,sims
7741,ATL,Huntley,None,Caleb,['RB'],Active,RB,calebhuntley,7741,Caleb Huntley,nfl,caleb,9999999,23,None,True,huntley
5119,MIA,Sanders,PK,Jason,['K'],Active,K,jasonsanders,5119,Jason Sanders,nfl,jason,440,26,None,True,sanders
6853,LAR,Jefferson,RWR,Van,['WR'],Inactive,WR,vanjefferson,6853,Van Jefferson,nfl,van,220,26,Out,True,jefferson
7071,None,Molson,None,JJ,['K'],Active,K,jjmolson,7071,JJ Molson,nfl,jj,9999999,25,None,True,molson
2926,None,Pettway,None,Earnest,['TE'],Inactive,TE,earnestpettway,2926,Earnest Pettway,nfl,earnest,9999999,None,None,False,pettway
4774,None,Llorens,None,De'Mard,['RB'],Active,RB,demardllorens,4774,De'Mard Llorens,nfl,demard,9999999,27,None,True,llorens
5286,None,Allen,None,Austin,['QB'],Active,QB,austinallen,5286,Austin Allen,nfl,austin,9999999,27,None,True,allen
3168,None,Hackenberg,None,Christian,['QB'],Injured Reserve,QB,christianhackenberg,3168,Christian Hackenberg,nfl,christian,9999999,26,None,False,hackenberg
5352,None,Green,None,Ryan,['RB'],Inactive,RB,ryangreen,5352,Ryan Green,nfl,ryan,9999999,24,None,False,green
7427,SEA,Mabry,None,Tyler,['TE'],Active,TE,tylermabry,7427,Tyler Mabry,nfl,tyler,9999999,25,None,True,mabry
5137,NYG,James,SWR,Richie,['WR'],Active,WR,richiejames,5137,Richie James,nfl,richie,540,27,None,True,james
1825,NO,Landry,SWR,Jarvis,['WR'],Active,WR,jarvislandry,1825,Jarvis Landry,nfl,jarvis,141,29,None,True,landry
988,None,Baldwin,None,Doug,['WR'],Injured Reserve,WR,dougbaldwin,988,Doug Baldwin,nfl,doug,9999999,33,None,False,baldwin
7245,None,Wieting,None,Nate,['TE'],Inactive,TE,natewieting,7245,Nate Wieting,nfl,nate,9999999,24,None,True,wieting
3362,HOU,Driskel,None,Jeff,['QB'],Active,QB,jeffdriskel,3362,Jeff Driskel,nfl,jeff,291,29,None,True,driskel
5863,SEA,Arcega-Whiteside,None,J.J.,['TE'],Active,WR,jjarcegawhiteside,5863,J.J. Arcega-Whiteside,nfl,jj,9999999,25,None,True,arcegawhiteside
8884,TB,Howland,None,JJ,['TE'],Active,TE,jjhowland,8884,JJ Howland,nfl,jj,9999999,24,None,True,howland
527,None,Pitta,None,Dennis,['TE'],Inactive,TE,dennispitta,527,Dennis Pitta,nfl,dennis,9999999,36,None,False,pitta
640,None,McCoy,None,Anthony,['TE'],Inactive,TE,anthonymccoy,640,Anthony McCoy,nfl,anthony,9999999,32,None,False,mccoy
7425,None,Carr,None,Patrick,['RB'],Active,RB,patrickcarr,7425,Patrick Carr,nfl,patrick,9999999,26,Questionable,True,carr
8125,PIT,Austin,None,Calvin,['WR'],Inactive,WR,calvinaustin,8125,Calvin Austin,nfl,calvin,456,23,IR,True,austin
7860,None,Mitchell,None,Osirus,['WR'],Active,WR,osirusmitchell,7860,Osirus Mitchell,nfl,osirus,9999999,23,IR,True,mitchell
208,None,McCown,None,Josh,['QB'],Active,QB,joshmccown,208,Josh McCown,nfl,josh,593,42,None,True,mccown
6754,None,Gable,None,Josh,['K'],Active,K,joshgable,6754,Josh Gable,nfl,josh,9999999,None,None,False,gable
523,None,McKnight,None,Joe,['RB'],Inactive,RB,joemcknight,523,Joe McKnight,nfl,joe,9999999,30,None,False,mcknight
4696,None,Edmunds,None,Trey,['RB'],Active,RB,treyedmunds,4696,Trey Edmunds,nfl,trey,9999999,27,None,True,edmunds
110,None,Gostkowski,None,Stephen,['K'],Inactive,K,stephengostkowski,110,Stephen Gostkowski,nfl,stephen,172,37,None,True,gostkowski
8432,None,Dykes,None,Sean,['TE'],Active,TE,seandykes,8432,Sean Dykes,nfl,sean,None,None,None,True,dykes
6322,None,Ubosi,None,Xavier,['WR'],Inactive,WR,xavierubosi,6322,Xavier Ubosi,nfl,xavier,9999999,27,None,True,ubosi
7078,None,Brown,None,Tony,['WR'],Active,WR,tonybrown,7078,Tony Brown,nfl,tony,9999999,24,None,True,brown
818,None,Powell,None,Bilal,['RB'],Active,RB,bilalpowell,818,Bilal Powell,nfl,bilal,626,33,None,True,powell
7901,None,Bussey,None,Rico,['WR'],Active,WR,ricobussey,7901,Rico Bussey,nfl,rico,9999999,24,None,True,bussey
6596,None,McClendon,None,Jalan,['QB'],Active,QB,jalanmcclendon,6596,Jalan McClendon,nfl,jalan,9999999,None,None,True,mcclendon
5246,None,Roh,None,Jake,['TE'],Active,TE,jakeroh,5246,Jake Roh,nfl,jake,1019,27,None,True,roh
8156,None,Glass,None,Aqeel,['QB'],Active,QB,aqeelglass,8156,Aqeel Glass,nfl,aqeel,None,None,None,True,glass
5884,None,Harmon,None,Kelvin,['WR'],Active,WR,kelvinharmon,5884,Kelvin Harmon,nfl,kelvin,9999999,25,None,True,harmon
1256,None,Egnew,None,Michael,['TE'],Inactive,TE,michaelegnew,1256,Michael Egnew,nfl,michael,9999999,27,None,False,egnew
7569,HOU,Collins,LWR,Nico,['WR'],Active,WR,nicocollins,7569,Nico Collins,nfl,nico,188,23,None,True,collins
8628,None,Kirklin,None,Jontre,['WR'],Active,WR,jontrekirklin,8628,Jontre Kirklin,nfl,jontre,9999999,23,None,True,kirklin
5108,None,Falk,None,Luke,['QB'],Active,QB,lukefalk,5108,Luke Falk,nfl,luke,9999999,27,None,True,falk
8428,LAC,Horvath,FB,Zander,['RB'],Active,RB,zanderhorvath,8428,Zander Horvath,nfl,zander,587,23,None,True,horvath
1424,None,Bonner,None,Alan,['WR'],Inactive,WR,alanbonner,1424,Alan Bonner,nfl,alan,9999999,26,None,False,bonner
2411,None,Langford,None,Jeremy,['RB'],Inactive,RB,jeremylangford,2411,Jeremy Langford,nfl,jeremy,9999999,30,None,False,langford
8256,None,Rosi,None,Drew,['TE'],Active,TE,drewrosi,8256,Drew Rosi,nfl,drew,None,None,None,True,rosi
23,None,Witten,None,Jason,['TE'],Injured Reserve,TE,jasonwitten,23,Jason Witten,nfl,jason,378,39,None,True,witten
7904,None,Scott,None,Stevie,['RB'],Active,RB,steviescott,7904,Stevie Scott,nfl,stevie,9999999,22,None,True,scott
4479,None,Sperbeck,None,Thomas,['WR'],Active,WR,thomassperbeck,4479,Thomas Sperbeck,nfl,thomas,1125,27,None,True,sperbeck
1636,None,Gray,None,MarQueis,['TE'],Inactive,TE,marqueisgray,1636,MarQueis Gray,nfl,marqueis,9999999,30,None,False,gray
1114,None,Blackmon,None,Justin,['WR'],Inactive,WR,justinblackmon,1114,Justin Blackmon,nfl,justin,9999999,32,None,False,blackmon
1912,None,West,None,Terrance,['RB'],Inactive,RB,terrancewest,1912,Terrance West,nfl,terrance,9999999,29,None,False,west
5258,None,Gibson,None,Damon,['WR'],Inactive,WR,damongibson,5258,Damon Gibson,nfl,damon,9999999,None,None,False,gibson
2919,None,McDonald,None,Tyler,['WR'],Inactive,WR,tylermcdonald,2919,Tyler McDonald,nfl,tyler,9999999,26,None,False,mcdonald
8527,SEA,Young,LWR,Dareke,['WR'],Active,WR,darekeyoung,8527,Dareke Young,nfl,dareke,332,23,None,True,young
286,None,Bowe,None,Dwayne,['WR'],Inactive,WR,dwaynebowe,286,Dwayne Bowe,nfl,dwayne,9999999,35,None,False,bowe
454,None,Ogbonnaya,None,Chris,['RB'],Inactive,RB,chrisogbonnaya,454,Chris Ogbonnaya,nfl,chris,9999999,31,None,False,ogbonnaya
